,StartDate,EndDate,ResponseId,Country,cond,condName,WEPTcc,BELIEFcc,POLICYcc,SHAREcc,Intervention_order,Belief1 ,Belief2,Belief3,Belief4,Policy1,Policy2,Policy3,Policy4,Policy5,Policy6,Policy7,Policy8,Policy9,Trust_sci1_1,Trust_sci2_1,Trust_gov_1,ID_hum_1,ID_GC_1,Enviro_ID_1,Enviro_ID_2,Enviro_ID_3,Enviro_ID_4,Enviro_motiv_1,Enviro_motiv_11,Enviro_motiv_12,Enviro_motiv_13,Enviro_motiv_14,Enviro_motiv_15,Enviro_motiv_16,Enviro_motiv_17,Enviro_motiv_18,Enviro_motiv_20,PlurIgnoranceItem_1,probe_CC_1,probe_GW_1,probe_GH_1,probe_CCrisis_1,probe_GE_1,probe_CE_1,probe_CP_1,probe_CEmerg_1,probe_CPoll_1,Gender,Age,Politics2_1,Politics2_9,Edu,Income,Indirect_SES,MacArthur_SES,PerceivedSciConsensu_1,Intro_Timer,condition_time_total,ide,ide_c,age_c,income_c,edu_c,ide_low,ide_high,GenderBin,gend_effects,cond_effects,belief_avg,policy_avg
57426,9/12/22 18:45,9/12/22 19:11,R_3qR7mgs3kwVbfRP,USA,6,SystemJust,8,95.75,58,0,SocialmediasharingPipedText|PolicySupport|BeliefinAnthrCC,92,100,91,100,50,50,30,80,50,80,51,85,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,71,1,1,4,5,"1,2,3,5,6,7",8,80,6.68,55.052,1,-49,31.86382,0.794854,1.145034,-19,-79,0,-0.5,0.5,95.75,58
57427,9/12/22 18:50,9/12/22 19:12,R_0JaYOaGeMEXpvWh,USA,1,Control,8,72.25,77.66666667,NA,SocialmediasharingPipedText|BeliefinAnthrCC|PolicySupport,97,73,70,49,74,56,87,80,53,100,100,100,49,91,95,73,86,78,90,92,64,61,2,1,2,2,1,88,5,89,78,76,64,NA,NA,NA,NA,NA,84,NA,NA,NA,2,56,19,59,3,4,"1,2,3,4,5,6,7",5,90,16.101,261.892,39,-11,16.86382,-0.205146,0.145034,19,-41,1,0.5,-0.5,72.25,77.66666667
57428,9/12/22 19:02,9/12/22 19:12,R_cFMVC6dkFU0UOhr,USA,1,Control,0,92.25,65.22222222,0,SocialmediasharingPipedText|PolicySupport|BeliefinAnthrCC,90,94,89,96,78,71,51,73,68,76,64,58,48,NA,82,53,85,86,71,61,46,50,19,21,23,16,22,71,47,55,44,24,53,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,39,44,49,NA,NA,"1,2,3,4,5,6,7",3,87,10.73,212.362,46.5,-3.5,-0.13618,NA,NA,26.5,-33.5,NA,NA,-0.5,92.25,65.22222222
57435,9/12/22 18:50,9/12/22 19:16,R_rfqIHWJtmV2WEnv,USA,6,SystemJust,8,84.5,79.44444444,NA,BeliefinAnthrCC|SocialmediasharingPipedText|PolicySupport,85,84,85,84,74,56,78,98,68,99,77,96,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,63,6,6,3,3,"1,2,3,4,6,7",5,83,17.297,147.682,6,-44,23.86382,-1.205146,0.145034,-14,-74,1,0.5,0.5,84.5,79.44444444
57447,9/12/22 18:31,9/12/22 19:33,R_1FLKZTVuNTxvd1Z,USA,1,Control,8,88.5,72.44444444,1,PolicySupport|BeliefinAnthrCC|SocialmediasharingPipedText,100,78,90,86,46,93,43,96,37,99,100,96,42,77,91,63,91,78,90,86,86,89,92,72,89,81,90,87,76,97,83,95,87,NA,NA,NA,100,NA,NA,NA,NA,NA,1,52,80,69,2,4,"2,3,4,5,6,7",5,89,14.601,202.847,74.5,24.5,12.86382,-0.205146,-0.854966,54.5,-5.5,0,-0.5,-0.5,88.5,72.44444444
57449,9/12/22 19:19,9/12/22 19:44,R_2ZEPcP98hgErR3s,USA,6,SystemJust,8,92.5,67,NA,PolicySupport|SocialmediasharingPipedText|BeliefinAnthrCC,94,91,92,93,38,72,58,85,92,72,73,71,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,47,NA,NA,3,4,"3,4,5,6,7",2,85,10.388,109.465,NA,NA,7.86382,-0.205146,0.145034,NA,NA,1,0.5,0.5,92.5,67
57457,9/12/22 19:45,9/12/22 20:05,R_2YtzE36uw6mktNv,USA,6,SystemJust,8,94.5,61.75,1,PolicySupport|BeliefinAnthrCC|SocialmediasharingPipedText,91,100,92,95,NA,42,84,78,30,95,86,66,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,23,44,42,2,4,"3,4,5,6,7",2,74,11.683,124.077,43,-7,-16.13618,-0.205146,-0.854966,23,-37,1,0.5,0.5,94.5,NA
57459,9/12/22 19:46,9/12/22 20:07,R_ZmFIR82ZasMdzod,USA,1,Control,8,80.25,37.71428571,1,BeliefinAnthrCC|SocialmediasharingPipedText|PolicySupport,71,60,100,90,15,10,10,59,NA,50,50,70,NA,50,55,NA,10,51,52,65,50,50,5,10,10,6,3,5,10,5,6,5,65,80,NA,NA,NA,NA,NA,NA,NA,NA,2,25,NA,47,3,5,"2,3,4,5,6,7",7,60,12.62,217.98,NA,NA,-14.13618,0.794854,0.145034,NA,NA,1,0.5,-0.5,80.25,NA
57460,9/12/22 20:03,9/12/22 20:10,R_OPFHAZhRFr9heZr,USA,6,SystemJust,1,91.5,64.11111111,1,SocialmediasharingPipedText|BeliefinAnthrCC|PolicySupport,89,91,90,96,10,100,52,100,9,96,95,77,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,24,17,43,4,5,"1,2,3,4,5,6,7",8,77,6.278,79.546,30,-20,-15.13618,0.794854,1.145034,10,-50,1,0.5,0.5,91.5,64.11111111
57468,9/12/22 20:07,9/12/22 20:27,R_SNnGc98nLf0lXZn,USA,1,Control,8,79,65,1,SocialmediasharingPipedText|PolicySupport|BeliefinAnthrCC,85,69,84,78,55,67,43,73,53,77,81,88,48,80,85,68,97,82,89,69,68,72,38,52,44,49,14,69,25,80,52,71,64,NA,NA,83,NA,NA,NA,NA,NA,NA,2,37,50,45,3,5,"1,2,3,5,6,7",7,77,4.861,377.569,47.5,-2.5,-2.13618,0.794854,0.145034,27.5,-32.5,1,0.5,-0.5,79,65
57477,9/12/22 18:39,9/12/22 20:38,R_sikqJoLl5dRISYh,USA,1,Control,7,8.75,47.55555556,1,BeliefinAnthrCC|SocialmediasharingPipedText|PolicySupport,12,4,9,10,35,71,37,44,37,38,54,78,34,21,26,18,17,13,35,16,21,22,13,26,18,24,14,18,15,35,24,16,24,NA,NA,NA,16,NA,NA,NA,NA,NA,1,29,21,31,4,5,"2,3,4,5,6,7",6,13,4.878,76.755,26,-24,-10.13618,0.794854,1.145034,6,-54,0,-0.5,-0.5,8.75,47.55555556
57481,9/12/22 20:00,9/12/22 20:44,R_1duyl9qDRRTp0xe,USA,1,Control,5,87.75,89.44444444,1,SocialmediasharingPipedText|BeliefinAnthrCC|PolicySupport,92,80,83,96,83,98,77,94,84,92,99,93,85,93,94,86,92,91,82,82,94,90,94,85,84,93,96,93,81,98,81,82,92,NA,NA,NA,NA,NA,NA,NA,89,NA,1,42,90,73,3,5,"1,2,3,4,5,6,7",8,82,12.786,133.742,81.5,31.5,2.86382,0.794854,0.145034,61.5,1.5,0,-0.5,-0.5,87.75,89.44444444
57489,9/12/22 20:39,9/12/22 21:19,R_vHNlNERldMHBIat,USA,6,SystemJust,8,14.75,13.66666667,0,PolicySupport|SocialmediasharingPipedText|BeliefinAnthrCC,55,2,1,1,2,2,4,100,4,3,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,58,86,90,2,6,"1,2,3,4,5,6,7",8,11,14.955,67.631,88,38,18.86382,1.794854,-0.854966,68,8,1,0.5,0.5,14.75,13.66666667
57502,9/12/22 21:05,9/12/22 22:16,R_1LASjAI27WFT8jt,USA,1,Control,3,18,38.33333333,NA,SocialmediasharingPipedText|PolicySupport|BeliefinAnthrCC,6,38,11,17,54,42,3,3,59,56,59,64,5,69,57,NA,35,19,50,45,35,31,12,21,25,12,17,22,23,12,17,25,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,48,59,13,2,3,"1,2,3,4,5,6,7",2,16,29.701,233.102,36,-14,8.86382,-1.205146,-0.854966,16,-44,0,-0.5,-0.5,18,38.33333333
57512,9/12/22 22:58,9/12/22 23:27,R_2YgGi5M0rediFtA,USA,1,Control,8,68,89,1,SocialmediasharingPipedText|PolicySupport|BeliefinAnthrCC,99,49,71,53,NA,46,NA,99,NA,100,100,100,NA,NA,72,40,100,91,100,100,99,100,0,0,0,0,0,100,76,98,63,59,81,NA,NA,NA,NA,100,NA,NA,NA,NA,1,38,81,48,2,4,"1,2,3,4,5,6,7",4,100,25.787,347.148,64.5,14.5,-1.13618,-0.205146,-0.854966,44.5,-15.5,0,-0.5,-0.5,68,NA
57514,9/12/22 23:04,9/12/22 23:32,R_3PIdZHeUSy9ouhC,USA,6,SystemJust,8,57.75,41.66666667,1,BeliefinAnthrCC|SocialmediasharingPipedText|PolicySupport,46,72,60,53,27,43,30,54,29,63,44,66,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,58,50,51,3,6,"2,3,4,5,6,7",6,62,6.302,326.682,50.5,0.5,18.86382,1.794854,0.145034,30.5,-29.5,0,-0.5,0.5,57.75,41.66666667
57522,9/13/22 0:04,9/13/22 0:25,R_3qffB4be0X8BBgT,USA,6,SystemJust,0,80,60.66666667,0,SocialmediasharingPipedText|BeliefinAnthrCC|PolicySupport,73,100,73,74,0,71,100,100,0,100,100,75,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,28,40,30,3,6,"1,2,3,4,5,6,7",7,80,8.016,130.302,35,-15,-11.13618,1.794854,0.145034,15,-45,0,-0.5,0.5,80,60.66666667
57526,9/13/22 0:40,9/13/22 1:00,R_2bHs1HCXeyODnWv,USA,1,Control,8,68.25,60.66666667,0,PolicySupport|BeliefinAnthrCC|SocialmediasharingPipedText,46,87,85,55,7,28,51,96,100,100,59,100,5,77,71,55,95,92,95,95,89,90,21,27,30,12,25,39,56,53,5,47,50,NA,NA,53,NA,NA,NA,NA,NA,NA,2,31,39,56,3,4,"1,2,3,4,5,6,7",2,60,17.484,172.766,47.5,-2.5,-8.13618,-0.205146,0.145034,27.5,-32.5,1,0.5,-0.5,68.25,60.66666667
57530,9/13/22 1:03,9/13/22 1:34,R_1nN2wzi0kvYhYlY,USA,1,Control,8,84.75,53.77777778,0,SocialmediasharingPipedText|PolicySupport|BeliefinAnthrCC,83,86,85,85,25,53,49,78,31,90,69,88,1,NA,62,29,78,76,70,80,54,59,20,28,22,22,28,66,26,67,69,65,71,NA,NA,NA,NA,NA,64,NA,NA,NA,1,50,50,52,2,5,"1,2,3,4,5,6,7",3,50,26.132,341.884,51,1,10.86382,0.794854,-0.854966,31,-29,0,-0.5,-0.5,84.75,53.77777778
57536,9/13/22 1:42,9/13/22 2:06,R_3k7fci81eFOpgqo,USA,6,SystemJust,8,97,90,0,PolicySupport|BeliefinAnthrCC|SocialmediasharingPipedText,95,100,93,100,100,79,100,100,89,100,88,100,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,82,51,51,3,4,"1,2,3,4,5,6,7",6,95,21.166,65.684,51,1,42.86382,-0.205146,0.145034,31,-29,0,-0.5,0.5,97,90
57547,9/13/22 3:29,9/13/22 4:07,R_2wsktyqdVrS2fhc,USA,6,SystemJust,8,83,86.55555556,1,PolicySupport|SocialmediasharingPipedText|BeliefinAnthrCC,92,83,75,82,86,93,75,99,83,97,81,82,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,35,90,82,2,4,"2,3,5,6,7",9,79,102.541,374.154,86,36,-4.13618,-0.205146,-0.854966,66,6,0,-0.5,0.5,83,86.55555556
57548,9/12/22 16:39,9/13/22 4:22,R_3ManTGMlZKN5doO,USA,1,Control,1,71.75,NA,0,SocialmediasharingPipedText|BeliefinAnthrCC|PolicySupport,73,83,53,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,81,3,100,74,92,98,24,44,73,48,84,59,76,92,NA,76,63,55,53,NA,NA,NA,NA,NA,NA,NA,84,NA,2,48,62,70,4,2,6,6,77,33.272,247.354,66,16,8.86382,-2.205146,1.145034,46,-14,1,0.5,-0.5,71.75,NA
57550,9/12/22 17:48,9/13/22 4:38,R_2YPsk8VTMqsGoiK,USA,1,Control,8,9,8.777777778,1,SocialmediasharingPipedText|BeliefinAnthrCC|PolicySupport,7,11,9,9,9,4,16,3,5,13,4,16,9,57,44,27,74,62,54,56,64,56,65,63,53,47,64,55,57,53,48,54,48,NA,NA,NA,NA,NA,52,NA,NA,NA,2,32,34,42,2,2,"5,6,7",6,41,7.885,150.378,38,-12,-7.13618,-2.205146,-0.854966,18,-42,1,0.5,-0.5,9,8.777777778
57551,9/13/22 4:35,9/13/22 4:55,R_3spHw1Z1gREexZ6,USA,1,Control,8,99.75,93.88888889,0,PolicySupport|SocialmediasharingPipedText|BeliefinAnthrCC,100,100,99,100,100,100,90,100,85,100,100,95,75,95,95,70,90,85,85,85,80,80,5,5,30,30,60,80,65,75,50,70,60,NA,NA,NA,NA,NA,NA,80,NA,NA,1,56,10,21,2,1,,2,90,10.821,299.437,15.5,-34.5,16.86382,-3.205146,-0.854966,-4.5,-64.5,0,-0.5,-0.5,99.75,93.88888889
57554,9/13/22 4:35,9/13/22 5:30,R_ZEJyo7lky8V5Axb,USA,1,Control,8,79,83,NA,SocialmediasharingPipedText|BeliefinAnthrCC|PolicySupport,67,66,95,88,82,86,84,94,81,83,84,77,76,71,52,60,62,60,76,73,77,72,58,60,60,63,47,67,32,60,60,60,50,NA,NA,NA,NA,NA,NA,NA,40,NA,1,52,51,52,4,6,"1,2,3,4,5,6,7",4,61,14.795,844.751,51.5,1.5,12.86382,1.794854,1.145034,31.5,-28.5,0,-0.5,-0.5,79,83
57564,9/13/22 7:02,9/13/22 7:29,R_2Ce55xBhqXRiS8w,USA,1,Control,7,99,95,NA,BeliefinAnthrCC|SocialmediasharingPipedText|PolicySupport,99,99,99,99,100,100,100,80,100,100,100,100,75,91,90,60,80,60,80,70,70,80,50,10,50,10,50,75,10,75,80,75,75,NA,80,NA,NA,NA,NA,NA,NA,NA,1,40,19,20,3,5,"1,2,3,4,5,6,7",4,95,14.95,282.252,19.5,-30.5,0.86382,0.794854,0.145034,-0.5,-60.5,0,-0.5,-0.5,99,95
57565,9/13/22 7:40,9/13/22 7:47,R_2PqiGonMyVVvhLC,USA,6,SystemJust,2,56.25,58,1,SocialmediasharingPipedText|BeliefinAnthrCC|PolicySupport,76,52,50,47,47,32,65,58,64,85,59,72,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,34,55,53,3,4,"1,3,5,6,7",6,33,4.95,57.184,54,4,-5.13618,-0.205146,0.145034,34,-26,1,0.5,0.5,56.25,58
57566,9/13/22 7:36,9/13/22 7:54,R_3hoKvB49whMCAcs,USA,6,SystemJust,8,100,91,NA,BeliefinAnthrCC|PolicySupport|SocialmediasharingPipedText,100,100,100,100,99,100,93,100,100,100,100,100,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,64,12,50,3,4,"1,2,3,4,5,6,7",3,84,11.413,227.068,31,-19,24.86382,-0.205146,0.145034,11,-49,1,0.5,0.5,100,91
57576,9/13/22 8:47,9/13/22 8:57,R_2fwHSKps2UJJaSb,USA,1,Control,3,88.75,84,0,BeliefinAnthrCC|SocialmediasharingPipedText|PolicySupport,82,91,89,93,77,88,81,81,92,84,89,86,78,91,87,90,79,92,94,90,86,92,80,86,48,36,100,100,37,89,100,99,90,NA,NA,NA,NA,NA,NA,NA,NA,87,2,26,41,67,3,6,"1,2,3,4,5,6,7",7,79,12.726,174.927,54,4,-13.13618,1.794854,0.145034,34,-26,1,0.5,-0.5,88.75,84
57591,9/13/22 10:32,9/13/22 10:53,R_2V8RIFlCVbgkZwy,USA,1,Control,8,99.75,89.33333333,NA,BeliefinAnthrCC|PolicySupport|SocialmediasharingPipedText,99,100,100,100,100,4,100,100,100,100,100,100,100,NA,100,29,100,100,98,96,97,99,7,9,100,7,4,99,9,99,97,97,52,NA,NA,NA,NA,100,NA,NA,NA,NA,2,42,46,44,NA,NA,"1,2,3,4,5,6,7",5,100,16.787,187.134,45,-5,2.86382,NA,NA,25,-35,1,0.5,-0.5,99.75,89.33333333
57600,9/13/22 11:26,9/13/22 11:34,R_2XoN9ynkVM22xGT,USA,6,SystemJust,0,18.75,41.11111111,NA,SocialmediasharingPipedText|PolicySupport|BeliefinAnthrCC,13,18,4,40,0,63,75,76,0,84,72,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,42,63,52,4,5,"1,2,3,4,5,6,7",8,100,9.22,44.839,57.5,7.5,2.86382,0.794854,1.145034,37.5,-22.5,0,-0.5,0.5,18.75,41.11111111
57604,9/13/22 11:40,9/13/22 11:52,R_4SWyffPPZTx27XX,USA,6,SystemJust,1,32,61.77777778,NA,PolicySupport|BeliefinAnthrCC|SocialmediasharingPipedText,36,41,28,23,50,100,36,80,50,100,20,80,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,48,24,34,2,2,"1,2,3,4,5,6,7",3,50,15.568,109.865,29,-21,8.86382,-2.205146,-0.854966,9,-51,0,-0.5,0.5,32,61.77777778
57614,9/13/22 12:15,9/13/22 12:26,R_26beR9hCXXCAiG2,USA,1,Control,0,73.25,63.44444444,1,PolicySupport|BeliefinAnthrCC|SocialmediasharingPipedText,65,76,78,74,44,44,73,87,51,80,74,91,27,81,86,61,88,85,84,88,74,85,26,52,24,32,29,85,86,93,81,93,43,NA,NA,NA,NA,83,NA,NA,NA,NA,1,54,49,58,3,6,"1,2,3,4,5,6,7",6,90,15.701,181.31,53.5,3.5,14.86382,1.794854,0.145034,33.5,-26.5,0,-0.5,-0.5,73.25,63.44444444
57616,9/13/22 12:17,9/13/22 12:28,R_3MQduGemrGJJbsp,USA,6,SystemJust,2,61.5,25.66666667,NA,PolicySupport|BeliefinAnthrCC|SocialmediasharingPipedText,36,78,67,65,46,12,45,36,17,2,30,8,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,51,60,77,3,5,"1,2,3,4,5,6,7",5,79,13.478,76.843,68.5,18.5,11.86382,0.794854,0.145034,48.5,-11.5,1,0.5,0.5,61.5,25.66666667
57619,9/13/22 12:24,9/13/22 12:31,R_24dzmvme4qnKem4,USA,6,SystemJust,0,37.25,62.22222222,0,SocialmediasharingPipedText|BeliefinAnthrCC|PolicySupport,53,22,45,29,24,57,54,87,94,93,71,65,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,47,36,45,2,3,"1,3,4,5,6,7",1,93,11.349,67.336,40.5,-9.5,7.86382,-1.205146,-0.854966,20.5,-39.5,0,-0.5,0.5,37.25,62.22222222
57623,9/13/22 11:36,9/13/22 12:34,R_0cZfv1Jnj6c7Wvf,USA,1,Control,8,67.5,62.77777778,1,SocialmediasharingPipedText|BeliefinAnthrCC|PolicySupport,64,64,72,70,38,31,75,82,63,80,76,80,40,68,70,23,41,53,41,39,34,42,17,18,11,15,15,50,26,43,66,44,47,NA,NA,NA,NA,NA,NA,NA,73,NA,2,33,NA,NA,2,5,,3,39,14.124,257.251,NA,NA,-6.13618,0.794854,-0.854966,NA,NA,1,0.5,-0.5,67.5,62.77777778
57628,9/13/22 12:09,9/13/22 12:39,R_3fHkD60l9PMaafQ,USA,1,Control,8,100,94.44444444,1,BeliefinAnthrCC|SocialmediasharingPipedText|PolicySupport,100,100,100,100,100,100,100,100,100,100,100,100,50,100,99,100,85,91,100,100,55,100,100,4,99,7,9,98,9,72,100,62,89,NA,NA,NA,NA,NA,91,NA,NA,NA,1,73,5,21,3,4,"1,2,3,4,5,6,7",5,90,17.772,255.142,13,-37,33.86382,-0.205146,0.145034,-7,-67,0,-0.5,-0.5,100,94.44444444
57636,9/13/22 12:29,9/13/22 12:46,R_240oMZePYS3M4Un,USA,1,Control,3,6.5,6.555555556,0,SocialmediasharingPipedText|BeliefinAnthrCC|PolicySupport,10,5,5,6,1,3,2,3,4,16,1,25,4,5,4,1,61,15,9,10,1,1,1,1,2,1,1,4,71,2,3,2,25,NA,NA,NA,NA,NA,15,NA,NA,NA,2,62,81,73,2,5,"1,2,3,4,6,7",4,95,14.895,223.089,77,27,22.86382,0.794854,-0.854966,57,-3,1,0.5,-0.5,6.5,6.555555556
57641,9/13/22 12:33,9/13/22 12:50,R_24uVchxcq2SMP5K,USA,6,SystemJust,3,87.5,82.33333333,1,PolicySupport|SocialmediasharingPipedText|BeliefinAnthrCC,84,93,88,85,89,89,69,84,83,90,78,86,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,21,63,56,2,1,"2,3,4,6,7",10,60,7.604,44.02,59.5,9.5,-18.13618,-3.205146,-0.854966,39.5,-20.5,1,0.5,0.5,87.5,82.33333333
57649,9/13/22 12:43,9/13/22 12:59,R_2wiWZQxC9EWnbPC,USA,1,Control,8,100,71.11111111,0,BeliefinAnthrCC|PolicySupport|SocialmediasharingPipedText,100,100,100,100,50,89,52,71,56,100,69,100,53,71,78,50,71,72,100,73,93,83,38,67,81,37,16,65,36,56,56,55,50,NA,78,NA,NA,NA,NA,NA,NA,NA,1,41,NA,NA,3,2,"3,4,5,6,7",2,50,9.207,165.936,NA,NA,1.86382,-2.205146,0.145034,NA,NA,0,-0.5,-0.5,100,71.11111111
57658,9/13/22 13:00,9/13/22 13:16,R_1i2mai2iEDRCLYv,USA,1,Control,8,0,17.88888889,0,BeliefinAnthrCC|SocialmediasharingPipedText|PolicySupport,0,0,0,0,0,0,0,0,0,80,0,81,0,1,2,2,32,2,80,78,80,54,1,1,1,2,1,1,62,28,1,1,41,NA,NA,NA,NA,NA,NA,NA,2,NA,1,68,NA,90,3,NA,"1,2,3,4,5,6,7",5,30,11.746,172.37,NA,NA,28.86382,NA,0.145034,NA,NA,0,-0.5,-0.5,0,17.88888889
57663,9/13/22 12:44,9/13/22 13:30,R_pAHY7xXRQ8KKFEZ,USA,1,Control,8,10.75,59.55555556,0,SocialmediasharingPipedText|BeliefinAnthrCC|PolicySupport,18,11,6,8,40,56,72,37,76,57,70,90,38,65,49,87,50,35,18,25,18,17,17,18,9,11,11,16,79,6,21,11,19,NA,NA,NA,NA,30,NA,NA,NA,NA,1,52,85,91,2,4,"3,6,7",5,75,14.524,398.997,88,38,12.86382,-0.205146,-0.854966,68,8,0,-0.5,-0.5,10.75,59.55555556
57669,9/13/22 12:18,9/13/22 13:36,R_w1v0cGNsFtGLWjT,USA,1,Control,8,77.5,66.33333333,0,SocialmediasharingPipedText|BeliefinAnthrCC|PolicySupport,87,89,59,75,64,49,50,78,70,68,81,77,60,72,74,55,84,64,57,47,50,49,59,64,59,56,58,51,30,50,55,37,53,NA,43,NA,NA,NA,NA,NA,NA,NA,2,46,22,31,4,5,"1,2,3,4,5,6,7",6,82,11.881,3778.572,26.5,-23.5,6.86382,0.794854,1.145034,6.5,-53.5,1,0.5,-0.5,77.5,66.33333333
57680,9/13/22 12:49,9/13/22 13:52,R_bCKlsfkiWDFxYuB,USA,6,SystemJust,8,55.25,54.44444444,1,BeliefinAnthrCC|PolicySupport|SocialmediasharingPipedText,53,58,55,55,46,75,57,56,42,48,51,60,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,31,51,45,2,3,"1,2,3,4,5,6,7",1,56,10.033,212.133,48,-2,-8.13618,-1.205146,-0.854966,28,-32,1,0.5,0.5,55.25,54.44444444
57686,9/13/22 13:29,9/13/22 14:02,R_27Ch7Y0iSy1ir7U,USA,6,SystemJust,8,51.5,66.88888889,0,PolicySupport|SocialmediasharingPipedText|BeliefinAnthrCC,55,55,48,48,60,74,64,75,55,82,75,76,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,69,55,56,3,3,"3,4,6,7",3,64,26.284,151.562,55.5,5.5,29.86382,-1.205146,0.145034,35.5,-24.5,0,-0.5,0.5,51.5,66.88888889
57689,9/13/22 13:55,9/13/22 14:05,R_3rPpj5igFicVBAt,USA,6,SystemJust,2,73.75,53.88888889,1,SocialmediasharingPipedText|BeliefinAnthrCC|PolicySupport,80,89,55,71,43,17,62,65,38,64,63,68,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,45,45,52,2,3,"1,2,3,4,6,7",1,52,10.935,47.642,48.5,-1.5,5.86382,-1.205146,-0.854966,28.5,-31.5,1,0.5,0.5,73.75,53.88888889
57701,9/13/22 14:31,9/13/22 14:45,R_1QKLIxqX9voLyjJ,USA,1,Control,3,65.75,64.66666667,0,BeliefinAnthrCC|PolicySupport|SocialmediasharingPipedText,52,67,68,76,52,66,50,53,64,76,86,71,64,72,78,58,86,50,73,73,63,66,75,34,57,48,24,71,45,51,64,56,80,72,NA,NA,NA,NA,NA,NA,NA,NA,2,51,24,20,3,4,"1,3,5,6,7",6,39,15.382,166.887,22,-28,11.86382,-0.205146,0.145034,2,-58,1,0.5,-0.5,65.75,64.66666667
